-1.174036e+00, 0.000000e+00, -6.398610e-01,
-1.174036e+00, 0.000000e+00, 6.398610e-01,
1.146744e+00, 0.000000e+00, 6.398610e-01,
-1.174036e+00, 0.000000e+00, -6.398610e-01,
1.146744e+00, 0.000000e+00, 6.398610e-01,
1.146744e+00, 0.000000e+00, -6.398610e-01,
1.435786e+00, 5.960900e-01, -7.901700e-01,
-1.383238e+00, 5.960900e-01, -7.901700e-01,
-1.174036e+00, 0.000000e+00, -6.398610e-01,
1.435786e+00, 5.960900e-01, -7.901700e-01,
-1.174036e+00, 0.000000e+00, -6.398610e-01,
1.146744e+00, 0.000000e+00, -6.398610e-01,
-1.149000e+00, 7.812710e-01, -4.882150e-01,
6.685230e-01, 9.180390e-01, -4.454820e-01,
-1.065816e+00, 9.180390e-01, -4.454820e-01,
-1.149000e+00, 7.812710e-01, -4.882150e-01,
7.517080e-01, 7.812710e-01, -4.882150e-01,
6.685230e-01, 9.180390e-01, -4.454820e-01,
-1.149000e+00, 7.812710e-01, -4.882150e-01,
-1.112162e+00, 7.405860e-01, -5.009270e-01,
7.517080e-01, 7.812710e-01, -4.882150e-01,
-1.112162e+00, 7.405860e-01, -5.009270e-01,
7.148690e-01, 7.405860e-01, -5.009270e-01,
7.517080e-01, 7.812710e-01, -4.882150e-01,
-1.112162e+00, 7.405860e-01, -5.009270e-01,
6.780300e-01, 6.999010e-01, -5.136390e-01,
7.148690e-01, 7.405860e-01, -5.009270e-01,
-1.112162e+00, 7.405860e-01, -5.009270e-01,
-1.075323e+00, 6.999010e-01, -5.136390e-01,
6.780300e-01, 6.999010e-01, -5.136390e-01,
-1.383238e+00, 5.960900e-01, 7.901700e-01,
1.435786e+00, 5.960900e-01, 7.901700e-01,
1.146744e+00, 0.000000e+00, 6.398610e-01,
-1.383238e+00, 5.960900e-01, 7.901700e-01,
1.146744e+00, 0.000000e+00, 6.398610e-01,
-1.174036e+00, 0.000000e+00, 6.398610e-01,
1.443487e+00, 6.094230e-01, -7.546540e-01,
1.443487e+00, 6.094230e-01, 7.546540e-01,
8.996740e-01, 6.860290e-01, 5.505920e-01,
1.443487e+00, 6.094230e-01, -7.546540e-01,
8.996740e-01, 6.860290e-01, 5.505920e-01,
8.504360e-01, 6.929650e-01, 5.004790e-01,
1.443487e+00, 6.094230e-01, -7.546540e-01,
8.504360e-01, 6.929650e-01, 5.004790e-01,
8.011980e-01, 6.999010e-01, 4.503660e-01,
1.443487e+00, 6.094230e-01, -7.546540e-01,
